year,CO2,nonCO2,ANT,GHG,AER,NAT,TOT
1868,0.0530628256961228,0.0837414743767989,0.0253489557394677,-0.0372888085225335,0.2272573569720365,0.1114553443334539,0.1368043000729217
1869,0.0553358203125827,0.1575575630288705,0.2675760093327074,-0.3701407987463548,-0.2247402791103847,-0.0546826259912541,0.2128933833414533
1870,0.0577972990495089,0.1412433731120495,0.2172102578347337,0.1011782480857604,0.0858734553907441,-0.0181695856731751,0.1990406721615585
1871,0.0604280708301403,0.2583286783893571,0.378042927690954,-0.0068559605343415,0.0499193902411249,-0.0592861784714565,0.3187567492194975
1872,0.0636438633897121,-0.0511720771412542,-0.3237760265588944,0.206876649615641,0.0404723470243515,0.3362478128073523,0.0124717862484579
1873,0.0673494969490878,-0.2176972762084761,-0.1121511280273758,-0.0346595345145964,0.0835897631529006,-0.0381966512320125,-0.1503477792593883
1874,0.0711471337712102,-0.0426929123236366,0.0580580869236041,0.2424693897324765,-0.1331497853418164,-0.0296038654760304,0.0284542214475736
1875,0.0754897801295923,-0.1728678086449637,-0.3746073002522507,-0.0876567114278822,-0.0744339130890768,0.2772292717368794,-0.0973780285153713
1876,0.0798101930930757,-0.1988259300636253,-0.3054793605335818,-0.4276822533936959,0.0687954469447674,0.1864636235630322,-0.1190157369705496
1877,0.0841842064702525,0.3422800672587685,0.0325392474628491,-0.039512097779284,0.1678838349625037,0.393925026266172,0.4264642737290211
1878,0.0887243462206799,0.1168119411302384,-0.1515560406324539,0.2603981148153534,0.0143414092020016,0.3570923279833722,0.2055362873509183
1879,0.0930163389904473,0.1305433398570322,-0.1168901466717689,0.2381484971978823,-0.0817654645493576,0.3404498255192486,0.2235596788474796
1880,0.0977000586413635,0.1665987430052373,0.4919437005772465,0.0937115056334301,-0.0579891729960082,-0.2276448989306456,0.2642988016466009
1881,0.1027182855739971,0.2446385575696913,0.1600265060062964,0.4334435802000224,-0.0755364704420005,0.187330337137392,0.3473568431436885
1882,0.1080139287306744,0.14496926846411,0.106884368273048,0.2410201656094121,-0.2010319927001767,0.1460988289217364,0.2529831971947845
1883,0.1125919920043669,-0.8453714771040154,0.0923790764943149,0.1772481957550333,-0.3391593565791546,-0.8251585615939634,-0.7327794850996484
1884,0.1172602000611138,-2.6341983294680538,0.0068743161293856,0.0095518635649123,0.070556845994887,-2.5238124455363256,-2.51693812940694
1885,0.1225988482834259,-0.4968325142150619,0.4227025201161212,0.4032902364793164,-0.2843927693681526,-0.7969361860477572,-0.374233665931636
1886,0.1282694181520743,-0.0909300909225203,-0.3368042963743339,0.2280986123159676,-0.1230977633709183,0.3741436236038878,0.0373393272295539
1887,0.1341401314403885,0.2333839250617045,0.2987616363400979,0.02670268208541,-0.1398793142864916,0.0687624201619952,0.3675240565020931
1888,0.1406584347506152,0.2829549335794503,0.3197321737666988,0.5061401139061057,-0.3040753383672609,0.1038811945633667,0.4236133683300656
1889,0.1471881035453703,0.1898353549642213,0.0908903625766874,0.3558974512125022,-0.0827262234950528,0.2461330959329042,0.3370234585095917
1890,0.1536174121856904,-0.208088617563595,-0.1675905906883058,0.0257871254871883,-0.134688791188846,0.1131193853104013,-0.0544712053779045
1891,0.1602817290069808,0.0688272727556935,0.8086862417696132,0.5120693193659621,-0.3432165870586393,-0.5795772400069389,0.2291090017626744
1892,0.1668083472696689,-0.1617089095350771,-0.1243666142650176,0.2712000894382528,-0.1867985065029433,0.1294660519996094,0.0050994377345917
1893,0.1725664985192982,0.0180794939717429,-0.0430667142593156,0.5456544486646969,0.0056124092919904,0.2337127067503569,0.1906459924910412
1894,0.1783931038194519,-0.0634970650941585,-0.4209742519268481,0.4921985995790002,0.1175246657454427,0.5358702906521415,0.1148960387252933
1895,0.1837321490286645,0.0134073681751754,0.3337317495024113,0.3092392761817836,-0.0016744882259129,-0.1365922322985713,0.19713951720384
1896,0.189029473980731,0.0853796668821991,0.4190221355086169,-0.1129794645208532,-0.1974539933396269,-0.1446129946456867,0.2744091408629301
1897,0.1942295392664625,-0.0830166577662674,-0.1286455733292217,0.0891103792982307,-0.0869585904436198,0.2398584548294168,0.1112128815001951
1898,0.1999240408085396,-0.1462798767787901,0.2084556435003781,0.3083619336206883,-0.0597401448537381,-0.1548114794706286,0.0536441640297495
1899,0.2063144248380476,0.166911215350488,0.6038770848533908,0.4791224274784095,-0.1105488413593813,-0.2306514446648549,0.3732256401885357
1900,0.2132326455057636,0.2173084438388043,0.4229032860358296,0.3359231036710344,-0.1003181697555127,0.0076378033087384,0.430541089344568
1901,0.219350787300756,0.0423045871820904,0.3129040065852042,0.1682978609303245,-0.1733431095171906,-0.0512486321023578,0.2616553744828464
1902,0.2252045177487568,-0.3738131814815759,0.2720669790419287,0.4335000360072946,-0.200188497688604,-0.4206756427747478,-0.148608663732819
1903,0.2312543602275381,-0.5375966738171982,0.5062601019175826,0.0223399210087102,0.0451503210032678,-0.8126024155072427,-0.30634231358966
1904,0.2367654741626108,-0.6476476459749488,-0.3781666148524595,0.0674260694807033,0.0824198602793732,-0.0327155569598784,-0.410882171812338
1905,0.2429136766344198,-0.0736033158318212,0.0765207785270011,0.5131718590114336,-0.0926647991765445,0.0927895822755974,0.1693103608025986
1906,0.2497518524198869,0.2779299955263223,0.2093923158896174,0.3117997884068554,-0.1527941793308832,0.3182895320565919,0.5276818479462093
1907,0.257734985216078,-0.0704800566579166,0.1520372063943822,0.3833927433219028,-0.2266390699223752,0.0352177221637791,0.1872549285581614
1908,0.2654146444398725,-0.2251985995152344,-0.2073389208610248,0.4494053801449023,0.0053777532855793,0.247554965785663,0.0402160449246381
1909,0.2730478667659204,-0.0361097976490709,-0.1779806987930204,0.5302300745800996,-0.0714586295810812,0.4149187679098699,0.2369380691168495
1910,0.2810903785181297,0.0007982452394029,0.0997337110997176,0.3376112221194206,-0.3033454462542413,0.1821549126578149,0.2818886237575326
1911,0.289321741987197,-0.0787374130125651,0.2601761072406759,0.7036280964458697,0.0774756295663496,-0.049591778266044,0.2105843289746319
1912,0.2988509862295611,-0.4297044681841383,0.0081153668067503,0.0582557788463597,-0.2169495123847857,-0.1389688487613275,-0.1308534819545772
1913,0.3089633927011686,-0.3898471474742488,0.1141956955835717,0.4258509366000308,-0.4529753567382462,-0.1950794503566519,-0.0808837547730802
1914,0.318188892457415,-0.268229182538916,-0.3567680169594911,0.471175260008148,-0.4683772508782453,0.4067277268779901,0.049959709918499
1915,0.3275629078569017,0.2189340027667779,0.5954004688984169,0.2655007793703665,-0.3202546201399383,-0.0489035582747372,0.5464969106236797
1916,0.3374642309781122,0.1062852413808146,0.3262403896345984,0.4071276321078708,-0.1152708546604525,0.1175090827243283,0.4437494723589268
1917,0.3469521924985773,0.0024151760434009,0.0013569912610255,0.2428434543973274,-0.3412568449060973,0.3480103772809527,0.3493673685419782
1918,0.3548416012695447,-0.2705095034667701,-0.2359794408024586,0.4534120314264022,-0.2169542555902429,0.3203115386052332,0.0843320978027745
1919,0.3614089221598409,0.2487276446793448,0.1978187391258128,0.6559932372983858,-0.2767110100283293,0.4123178277133729,0.6101365668391857
1920,0.369172199841821,-0.328298980979225,0.1984707682285375,1.007275397410066,-0.5352946467445147,-0.1575975493659415,0.0408732188625959
1921,0.3755259211912273,0.1586129966137979,0.6273917470560473,0.463125673947369,-0.3341902024679499,-0.0932528292510219,0.5341389178050253
1922,0.3817112526399171,-0.1726562292470916,-0.0488565283906488,0.5681661723516558,-0.3258288088156564,0.2579115517834743,0.2090550233928254
1923,0.3875488311801703,-0.0717892903570298,0.0662431211319259,0.6313163987267885,-0.5176464115095853,0.2495164196912145,0.3157595408231405
1924,0.3939721052357591,-0.1123336564110334,-0.0007134413949018,0.4794750599284516,0.0468182683378837,0.2823518902196275,0.2816384488247256
1925,0.3972437941016294,-0.0594778867493051,-0.0625432493468854,0.806905019734969,-0.1720671929940128,0.4003091566992098,0.3377659073523243
1926,0.3997634698207195,0.0616399065190644,-0.0983984352062163,0.7743317902644781,-0.0813444792886082,0.5598018115460003,0.4614033763397839
1927,0.4037463578858218,0.1364597697815286,0.3771661555512161,0.2899393775025862,-0.3947168397103814,0.1630399721161344,0.5402061276673505
1928,0.4064589861382632,0.3383444100423938,0.9225857536946768,0.5790455757857378,-0.3555879136547251,-0.1777823575140197,0.744803396180657
1929,0.4094206768933723,-0.2168170114720466,0.1018308714472275,0.4781206254903086,-0.3866137663789872,0.0907727939740981,0.1926036654213256
1930,0.411649575599188,-0.1829062183695762,0.0240760360161481,0.7129634778017521,-0.3694038129215317,0.2046673212134636,0.2287433572296117
1931,0.4152492063077725,0.058249211369891,0.2454307795740735,0.5037383083932363,-0.2119446847566446,0.2280676381035901,0.4734984176776636
1932,0.4200760063378756,-0.1812104531794889,0.453784279213768,1.0959771589426173,-0.1704609572329095,-0.2149187260553814,0.2388655531583866
1933,0.4255746236550059,-0.1773395182350903,-0.0890520086303936,0.4893468596496058,0.1348678251633077,0.3372871140503092,0.2482351054199156
1934,0.4323837951519704,-0.2183830030892928,-0.143602175383521,0.5944770214844557,-0.4522559200636616,0.3576029674461985,0.2140007920626775
1935,0.4402320164615013,0.0731770354794023,0.2068794219826661,0.3412883577537229,-0.5592721875383626,0.3065296299582374,0.5134090519409036
1936,0.4541456194162162,-0.1540777314024466,0.5994154725605438,0.4348728820169226,-0.5522085977281582,-0.2993475845467743,0.3000678880137695
1937,0.4674435948747455,0.0264318876103868,0.3441080345842017,0.5382500167656317,-0.6270694082565761,0.1497674479009308,0.4938754824851324
1938,0.4767971355336994,0.2700922062626275,0.9369434391856062,0.4715138977484962,-0.8637656218816838,-0.1900540973892792,0.7468893417963269
1939,0.4866118401139751,-0.1415377167025809,0.2708693767438247,0.8372395421431742,-0.2792571517119226,0.0742047466675694,0.3450741234113942
1940,0.4955134044326144,0.1752979519800492,0.7360283116585469,0.6718432361939294,-0.3914339124736339,-0.0652169552458831,0.6708113564126637
1941,0.5034884154671794,-0.1061596507417341,-0.1219438125286599,0.5823777225641896,-0.3426678770183075,0.5192725772541051,0.3973287647254452
1942,0.509821433471281,-0.3171442927781352,-0.2401757290870541,0.6283451536315534,-0.6017261301685856,0.4328528697801999,0.1926771406931457
1943,0.513637701059302,0.1967008108399057,0.3056319566958422,0.6562794163212653,-0.4580478804297501,0.4047065552033655,0.7103385118992077
1944,0.5140385167553584,-0.1476413571029832,0.4512097271835739,0.2412620515230383,-0.5874139524249637,-0.0848125675311987,0.3663971596523751
1945,0.5135454910389541,0.0239511327842476,0.4302425327711916,0.955625878231775,-0.369046468463083,0.1072540910520101,0.5374966238232017
1946,0.5136310195454787,0.2678979646617148,0.5328526833621026,0.7118367736589367,-0.605766432904953,0.2486763008450909,0.7815289842071935
1947,0.5153127711932698,0.0003935966881633,0.3281477694978099,0.8654720978251642,-0.8013731941506345,0.1875585983836232,0.5157063678814331
1948,0.515925570630646,-0.067680109842337,0.1551405241204818,0.5048584086779228,-0.449249806255046,0.2931049366678271,0.4482454607883089
1949,0.5178698933972133,0.2945426540817589,0.2938978459214126,0.6358198560705297,-0.4160244386404688,0.5185147015575596,0.8124125474789723
1950,0.5211783422861568,0.2736746635634509,0.6381752591408039,0.7703343362118344,-0.8368601112136336,0.1566777467088038,0.7948530058496077
1951,0.5245549699221868,0.2199466992660579,0.6393544290819341,0.5738634216212648,-1.031860959511404,0.1051472401063106,0.7445016691882447
1952,0.5302897345231888,-0.0796325496061665,0.0339118168625263,0.5348660566064523,-0.6045577799891566,0.416745368054496,0.4506571849170223
1953,0.5370649231889908,-0.4933521400955809,0.0256210675953767,0.6053518527960968,-0.6996162204556997,0.018091715498033,0.0437127830934098
1954,0.5434324128801717,-0.2612890174441668,-0.1502410475948112,1.202021114546597,-0.7622777815461533,0.4323844430308162,0.2821433954360049
1955,0.5490081224288672,-0.2706858622917503,0.2947097464235794,1.37557382570104,-0.5625016489639713,-0.0163874862864624,0.2783222601371169
1956,0.5539337932025823,-0.2749919507656155,-0.1510047399656339,0.9699134527558262,-0.5625920155406082,0.4299465824026006,0.2789418424369667
1957,0.5590468502179388,-0.1229712959816956,0.1804668705779724,0.8068745945155529,-0.9422141723170464,0.2556086836582707,0.4360755542362431
1958,0.5651818121979191,0.2307864057973447,0.9103796289666364,0.5899369538744517,-0.7640604703931207,-0.1144114109713723,0.7959682179952638
1959,0.5732028941154982,-0.308553677598544,-0.0070170039203018,0.815938130846106,-0.5897197849622335,0.2716662204372559,0.2646492165169541
1960,0.587379279662779,0.1556928392380101,0.9861130093157194,0.8463745707303202,-0.6688908674470292,-0.2430408904149302,0.7430721189007892
1961,0.5990338625034447,-0.2612548032463404,0.231788033033853,1.0395473875625534,-0.6863292896896721,0.1059910262232513,0.3377790592571043
1962,0.6118899059376555,-0.4184240802914208,0.4052475499473369,1.222596031297933,-1.3075928739094569,-0.2117817243011023,0.1934658256462346
1963,0.6223256539176472,-1.7047697653045162,-0.007076195673769,1.0640065113570705,-0.8729498480414497,-1.0753679157131,-1.082444111386869
1964,0.6340663935120803,-0.8174248708872807,0.4726826755147401,0.7131258424043032,-1.1927536626045203,-0.6560411528899406,-0.1833584773752004
1965,0.6423538658267545,-0.5643110140778955,0.6386590852749143,1.20211778300178,-1.057781926578531,-0.5606162335260554,0.0780428517488589
1966,0.6605746600302793,-0.251450569670569,0.7545312104998351,0.9110733921138,-1.194856391196975,-0.3454071201401248,0.4091240903597102
1967,0.6708228521696833,-0.7759828732585512,-0.2778722961420691,1.01039268414311,-1.0997194878869911,0.1727122750532012,-0.1051600210888679
1968,0.6863181320702338,-0.347221607120135,0.4826815697426149,1.2830459434098804,-0.9478933004458128,-0.143585044792516,0.3390965249500988
1969,0.7009749161149236,-0.3378150393938326,0.5071244479994726,1.196476618552192,-1.0867024855480312,-0.1439645712783817,0.3631598767210909
1970,0.7269401220154695,-0.3029765162670402,0.2002934461942529,0.9998850182256382,-1.0610466684405626,0.2236701595541763,0.4239636057484293
1971,0.7373620296274173,-0.5329342656232939,0.7730144695851873,1.3611023373366993,-1.313802106473009,-0.568586705581064,0.2044277640041233
1972,0.7701778747785367,-0.7136526125736558,0.078727744142589,1.1522151729467414,-1.312774020839912,-0.022202481937708,0.0565252622048809
1973,0.8130133435920354,-0.2362536845157402,0.6252075732010591,1.3011299429174237,-1.1170466810107111,-0.0484479141247639,0.5767596590762951
1974,0.8271141745502544,-0.9276367356571974,-0.2521153899945784,1.6000659316643464,-1.2954383197636072,0.1515928288876353,-0.100522561106943
1975,0.8282876432171657,-0.3163742015269956,0.4636747251671533,1.266876913596422,-1.2549074404826264,0.0482387165230168,0.5119134416901702
1976,0.8402107456103319,-0.7772435524738359,-0.0788505344413017,1.1743685291679091,-1.538755509187116,0.1418177275777977,0.062967193136496
1977,0.8701422499347646,-0.2289230394088244,0.481254467714439,1.1108961879014685,-1.411782659277342,0.1599647428115011,0.6412192105259402
1978,0.8974431679786526,-0.2065412944359098,0.5381815401303114,1.5797402655738286,-1.125551781618783,0.1527203334124314,0.6909018735427428
1979,0.923605632950111,-0.4601989430937501,0.2232155040625267,1.534636764906713,-1.3334694527411184,0.2401911857938341,0.4634066898563608
1980,0.9578824115554546,0.2083478019230135,1.0290999757889678,1.5707845430905891,-1.5725210813072248,0.1371302376895003,1.166230213478468
1981,0.979875974543424,-0.2189191529823309,0.6798085157826751,1.628596085326632,-1.57499221870023,0.0811483057784179,0.760956821561093
1982,0.9893463368155476,-0.9355596264445656,0.3592525879705137,1.667347198069946,-1.5325696368943431,-0.3054658775995318,0.0537867103709819
1983,1.015548174620068,-0.9138531783853324,0.910983450642265,2.02128756903091,-1.608413140312379,-0.8092884544075294,0.1016949962347356
1984,1.0435629586514796,-0.5884916279060156,0.7639052215299891,1.690768810849196,-1.158678745697835,-0.308833890784525,0.455071330745464
1985,1.06679642106101,-0.4865006259384185,0.4603647490196233,1.8431676107167452,-1.1126336603191345,0.1199310461029681,0.5802957951225914
1986,1.0898285287018894,-0.0372319460540704,1.0975512527969142,1.7002397009638894,-1.612798877831211,-0.0449546701490952,1.052596582647819
1987,1.1195617690056798,-0.5302288533762859,0.5102674050332738,1.9523082554884887,-1.2281477122301074,0.07906551059612,0.5893329156293939
1988,1.159064591846045,-0.0432327142081256,0.7742868084941705,1.914078814737065,-1.4084925431734598,0.3415450691437487,1.1158318776379192
1989,1.184469141963492,-0.1131912689798313,0.7527401566031434,2.1297168908570705,-1.5551729285424492,0.3185377163805173,1.0712778729836607
1990,1.2029147693381792,0.2033018930363466,0.6675897491603728,2.0298276775348585,-1.319041972582341,0.738626913214153,1.4062166623745258
1991,1.222886098932644,-0.922068331442161,1.1827004780196484,1.869645179195187,-1.5073832344512852,-0.8818827105291654,0.3008177674904829
1992,1.2365136065198377,-2.0403769523936184,1.0195241146554928,2.2327995397786933,-1.1653952867731758,-1.8233874605292737,-0.8038633458737808
1993,1.247319683848619,-0.964523814741842,0.8166490302517371,2.161895814915332,-1.3941573905494984,-0.5338531611449604,0.2827958691067766
1994,1.2679003210395248,0.0031397129449177,1.041191521449152,2.170207072965552,-1.3784307223180698,0.2298485125352904,1.2710400339844423
1995,1.2985256040089537,-0.0844720705980808,1.168707953485942,1.9711856594719563,-1.3083517621248166,0.0453455799249306,1.2140535334108729
1996,1.3256285862362462,0.4340893885851822,1.3224700354040284,2.3931417628635603,-0.9650657866860236,0.4372479394174001,1.7597179748214284
1997,1.344689555837938,-0.1639931410744965,0.641213731630005,2.0288636925741583,-1.4001882961461416,0.5394826831334366,1.1806964147634416
1998,1.3855010274358008,-0.2666159799975847,0.8261979348263255,2.2955653646083265,-1.3256011434944506,0.2926871126118906,1.1188850474382162
1999,1.4144340852075334,0.2944635885157831,1.2205772593733588,2.481522774474016,-1.005065114048173,0.4883204143499576,1.7088976737233166
2000,1.4337127742355908,0.3241097762383631,1.2496969566136211,2.51839429626863,-1.0598165309492356,0.5081255938603327,1.757822550473954
2001,1.456962258438204,0.3289193968272972,1.6902255112626214,2.2458026599042227,-1.150712663486981,0.0956561440028797,1.7858816552655012
2002,1.4892986274247626,0.0836753970640391,1.2901687607828285,2.0581080845968707,-1.2904303244405255,0.2828052637059733,1.5729740244888015
2003,1.5276097593782167,-0.1895438795435178,0.884549941269124,2.1697278346737905,-1.4109425839376952,0.4535159385655749,1.338065879834699
2004,1.550924596858401,0.3738265421199216,2.0838845298864737,2.307465817189031,-1.2635401494922645,-0.1591333909081511,1.9247511389783225
2005,1.5792095419911638,-0.0115574988173541,1.279859080579646,2.2351016664390304,-1.2349356072232769,0.2877929625941637,1.5676520431738097
2006,1.61004357786966,0.4050377113185102,1.6552982299415746,2.1274957455006653,-1.1127575066036268,0.3597830592465955,2.01508128918817
2007,1.6332948568892824,0.138720910805334,1.9005833015459044,2.6148650390442465,-1.3691630161321997,-0.1285675338512878,1.7720157676946164
2008,1.6643355764133332,0.2424231847108167,1.8352847917617088,2.5937727063467184,-1.2668622197506174,0.0714739693624412,1.9067587611241497
2009,1.6866323398120613,0.7007396925870693,2.5078582306572854,2.305731933322007,-0.8965343341688925,-0.1204861982581549,2.3873720323991305
2010,1.7217383055839617,0.1229023947874812,1.8369636495744388,2.537812807009101,-1.1449617312799532,0.0076770507970039,1.844640700371443
2011,1.7536383572277483,0.057430798474195,1.5820090088608905,2.691272853447288,-1.241895312152892,0.2290601468410531,1.811069155701944
2012,1.7831747002819776,0.1883611912046241,1.7759477001953654,2.8002166393210235,-1.4572572782115465,0.1955881912912362,1.9715358914866017
2013,1.8215880658500048,0.9319865693476644,2.390262316824156,2.6279534636853983,-1.2469993097058032,0.3633123183735132,2.753574635197669
2014,1.847275007395356,0.3726736717752574,2.202250691984095,2.627547451142756,-1.4296330550930172,0.0176979871865177,2.219948679170613
